Candidate_Feature,Family,Missing_Category_Type,Semantic_Group,Source_Group,ConsensusRank,ConsensusScore
VEH_右侧遮阳板_SBLENDR1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_右侧遮阳板_SBLENDR1,1808,0.25662568306010936
道路表面污染_SCHMUTZ_1-是，具体未知,other,pure_missing_unknown,unknown_missing_category,道路表面污染_SCHMUTZ,1809,0.2565681622088007
事故现场周边的公交车站_BUSH_1-有，具体未知,other,partial_unknown_detail,other_unique:事故现场周边的公交车站_BUSH,事故现场周边的公交车站_BUSH,1811,0.2563668392292206
VEH_第一轴左侧轮胎纹深_TIREDE1L_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎纹深_TIREDE1L,1817,0.25599295369571473
VEH_自动停车系统_AUEINP1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_自动停车系统_AUEINP1,1821,0.25550402645959164
VEH_是否平均载荷物_LOADDIST_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_是否平均载荷物_LOADDIST,1830,0.2549000575208514
先期疾病2_VORKR2_10-脑部疾病，具体未知,other,pure_missing_unknown,unknown_missing_category,先期疾病2_VORKR2,1839,0.25420980730514814
交通灯设置位置_LZAU_1-交通灯，具体未知,other,pure_missing_unknown,unknown_missing_category,交通灯设置位置_LZAU,1843,0.2538934426229508
VEH_交流充电时间_ACTIME_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_交流充电时间_ACTIME,1850,0.25326071325855626
VEH_后行李舱与乘客的隔离方式_LUGCOMPIS_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_后行李舱与乘客的隔离方式_LUGCOMPIS,1853,0.25294434857635895
VEH_第一轴左侧轮胎生产星期_TIREWE1L_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎生产星期_TIREWE1L,1855,0.25274302559677886
先期疾病1_VORKR1_1-有，具体未知,other,partial_unknown_detail,other_unique:先期疾病1_VORKR1,先期疾病1_VORKR1,1858,0.25248418176589016
VEH_第二轴右侧轮胎胎压_TIREPR2R_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎胎压_TIREPR2R,1860,0.25239790048892724
VEH_刹车灯_BLIART1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_刹车灯_BLIART1,1861,0.25228285878631007
VEH_车尾灯_RLIART1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_车尾灯_RLIART1,1879,0.25124748346275527
VEH_刹车辅助系统_BREMSASS1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_刹车辅助系统_BREMSASS1,1880,0.25124748346275527
人员类型_PTYPE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,PTYPE,1888,0.2509886396318666
太阳镜_SBRILLE_9-未知,other,pure_missing_unknown,unknown_missing_category,太阳镜_SBRILLE,1893,0.25081607707794074
酒精测试结果_TESTERG_5-饮酒，具体未知,other,pure_missing_unknown,unknown_missing_category,酒精测试结果_TESTERG,1898,0.25029838941616334
VEH_NEDC续航里程_MILEAGE_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_NEDC续航里程_MILEAGE,1903,0.2500107851596204
VEH_后窗对视野的限制_HSSICHT1_1-视野限制，具体未知,other,pure_missing_unknown,unknown_missing_category,VEH_后窗对视野的限制_HSSICHT1,1910,0.24966566005176885
道路优先权_VORFB_9-未知,other,pure_missing_unknown,unknown_missing_category,道路优先权_VORFB,1924,0.24854400345125113
VEH_发动机增压_TURBO_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_发动机增压_TURBO,1926,0.24840020132297963
车辆所有权来源_BESITZ_0-不适用,other,pure_missing_unknown,unknown_missing_category,车辆所有权来源_BESITZ,1931,0.24814135749209087
VEH_第二轴是否双胎_DOUTIRE2_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴是否双胎_DOUTIRE2,1939,0.24785375323554792
VEH_第一轴右侧轮胎胎面状态_TIREDA1R_11-爆胎，具体未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎胎面状态_TIREDA1R,1943,0.24742234685073342
先期疾病1_VORKR1_20-心脏疾病，具体未知,other,pure_missing_unknown,unknown_missing_category,先期疾病1_VORKR1,1953,0.24604184641932705
估计事发前的速度_VSCHAETZ_999-未知,other,pure_missing_unknown,unknown_missing_category,估计事发前的速度_VSCHAETZ,1956,0.2458692838654012
VEH_第二轴左侧轮胎胎压_TIREPR2L_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎胎压_TIREPR2L,1960,0.2451790336496981
VEH_直流充电时间_DCTIME_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_直流充电时间_DCTIME,1963,0.2449201898188094
视线障碍_SICHTBV_1-是，具体未知,other,pure_missing_unknown,unknown_missing_category,视线障碍_SICHTBV,1965,0.24489142939315503
避让反应_REAKTLE_1-避让，具体未知,other,pure_missing_unknown,unknown_missing_category,避让反应_REAKTLE,1966,0.24486266896750078
VEH_遮阳挡风玻璃_WSSS1_1-有，具体未知,other,partial_unknown_detail,weather_wind,VEH_遮阳挡风玻璃_WSSS1,1967,0.24480514811619217
先期疾病2_VORKR2_1-有，具体未知,other,partial_unknown_detail,other_unique:先期疾病2_VORKR2,先期疾病2_VORKR2,1970,0.24460382513661208
VEH_适应性光线分布_ADAPTLV1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_适应性光线分布_ADAPTLV1,1971,0.24446002300834058
VEH_第一轴左侧轮胎胎面状态_TIREDA1L_11-爆胎，具体未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎胎面状态_TIREDA1L,1988,0.24339588725913144
VEH_直流最大充电电流_DCCHC_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_直流最大充电电流_DCCHC,1990,0.24325208513085997
无意识变道原因_SPVERLAG_9-未知,other,pure_missing_unknown,unknown_missing_category,无意识变道原因_SPVERLAG,1993,0.2431945642795514
VEH_发动机安装方式_MOTOREL_1-有发动机，具体未知,other,partial_unknown_detail,other_unique:VEH_发动机安装方式_MOTOREL,VEH_发动机安装方式_MOTOREL,2027,0.24192910555076222
VEH_抬头显示_HUDVORH1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_抬头显示_HUDVORH1,2028,0.24192910555076222
VEH_抬头显示_HUDVORH1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_抬头显示_HUDVORH1,2029,0.24192910555076222
VEH_左侧遮阳板_SBLENDL1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_左侧遮阳板_SBLENDL1,VEH_左侧遮阳板_SBLENDL1,2030,0.24192910555076222
VEH_右侧遮阳板_SBLENDR1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_右侧遮阳板_SBLENDR1,VEH_右侧遮阳板_SBLENDR1,2032,0.24192910555076222
VEH_中部遮阳板_SBLENDM1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_中部遮阳板_SBLENDM1,2033,0.24192910555076222
VEH_遮阳挡风玻璃_WSSS1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_遮阳挡风玻璃_WSSS1,2034,0.24192910555076222
VEH_挡风玻璃对视野的限制_WSSICHT1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_挡风玻璃对视野的限制_WSSICHT1,2035,0.24192910555076222
VEH_后窗对视野的限制_HSSICHT1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_后窗对视野的限制_HSSICHT1,2036,0.24192910555076222
事故时是否醉酒_TRINKEN_9-未知,other,pure_missing_unknown,unknown_missing_category,事故时是否醉酒_TRINKEN,2049,0.24178530342249066
VEH_后雾灯的使用_NEBELH1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_后雾灯的使用_NEBELH1,2066,0.24034728213977574
事故时是否醉酒_TRINKEN_0-不适用,other,pure_missing_unknown,unknown_missing_category,事故时是否醉酒_TRINKEN,2067,0.2403472821397757
VEH_第一轴右侧轮胎纹深_TIREDE1R_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎纹深_TIREDE1R,2075,0.2398295944779983
VEH_第二轴左侧轮胎纹深_TIREDE2L_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎纹深_TIREDE2L,2087,0.23905306298533222
车内视线障碍_SBINNEN_1-是，具体未知,other,pure_missing_unknown,unknown_missing_category,车内视线障碍_SBINNEN,2089,0.23879421915444354
是否佩戴眼镜_BRILLEB_1-是，具体未知,other,pure_missing_unknown,unknown_missing_category,是否佩戴眼镜_BRILLEB,2093,0.23879421915444354
交通灯的功能_LZAB_9-未知,other,pure_missing_unknown,unknown_missing_category,交通灯的功能_LZAB,2115,0.23761504170261724
VEH_挡风玻璃对视野的限制_WSSICHT1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_挡风玻璃对视野的限制_WSSICHT1,2116,0.23738495829738285
事故时的无意识变道_SPVERLA_9-未知,other,pure_missing_unknown,unknown_missing_category,事故时的无意识变道_SPVERLA,2119,0.23721239574345704
VEH_日间行车灯_TAGFL1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_日间行车灯_TAGFL1,2120,0.237212395743457
VEH_智能刹车灯_BREMSLI1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_智能刹车灯_BREMSLI1,2126,0.23686727063560542
VEH_动力电池种类_BATTYPE_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_动力电池种类_BATTYPE,2127,0.23683851020995111
VEH_后部停车距离控制_PARKH1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_后部停车距离控制_PARKH1,2163,0.23401998849582978
VEH_动力电池容量_BATPOW_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_动力电池容量_BATPOW,2165,0.23384742594190397
VEH_直流最大充电电压_DCCHV_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_直流最大充电电压_DCCHV,2177,0.23194923784872018
自杀企图_SUIZID_9-未知,other,pure_missing_unknown,unknown_missing_category,自杀企图_SUIZID,2180,0.23189171699741165
VEH_交流最大充电电流_ACCHC_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_交流最大充电电流_ACCHC,2208,0.23189171699741165
VEH_前雾灯的使用_NEBELV1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_前雾灯的使用_NEBELV1,2214,0.23189171699741165
VEH_第二轴左侧轮胎胎面状态_TIREDA2L_11-爆胎，具体未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎胎面状态_TIREDA2L,2233,0.23189171699741165
VEH_护栏立柱间距_SPPFOST_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_护栏立柱间距_SPPFOST,2239,0.23189171699741165
VEH_第二轴右侧轮胎纹深_TIREDE2R_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎纹深_TIREDE2R,2245,0.2305399769916595
VEH_第一轴左侧轮胎胎压_TIREPR1L_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎胎压_TIREPR1L,2246,0.2301660914581536
VEH_酒精锁死系统_ALKOLOCK1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_酒精锁死系统_ALKOLOCK1,2251,0.22852674719585853
广告牌影响_TAFELN_9-未知,other,pure_missing_unknown,unknown_missing_category,广告牌影响_TAFELN,2260,0.2264272361230946
VEH_第二轴左侧轮胎尺寸-高宽比_TIRESIR2L_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎尺寸-高宽比_TIRESIR2L,2265,0.2250754961173426
VEH_驱动形式_ANTR_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_驱动形式_ANTR,2267,0.22498921484037968
水膜的影响_AQUAPL_9-未知,other,pure_missing_unknown,unknown_missing_category,水膜的影响_AQUAPL,2270,0.22478789186079953
VEH_第一轴左侧轮胎尺寸-高宽比_TIRESIR1L_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎尺寸-高宽比_TIRESIR1L,2273,0.22467285015818234
VEH_第一轴左侧轮胎胎压_TIREPR1L_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎胎压_TIREPR1L,2281,0.22320606844981308
VEH_车辆内部噪声_AKUSTIK1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_车辆内部噪声_AKUSTIK1,2282,0.22294722461892438
VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R,2292,0.22159548461317227
VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R,2303,0.22081895312050623
